t,u,y
-10.40000000,27.90335655,60.00000000
-9.60000000,27.90335655,60.00000000
-8.80000000,27.90335655,60.06250000
-8.00000000,27.90335655,60.06250000
-7.20000000,27.90335655,60.00000000
-6.40000000,27.90335655,60.06250000
-5.60000000,27.90335655,60.06250000
-4.80000000,27.90335655,60.06250000
-4.00000000,27.90335655,60.12500000
-3.20000000,27.90335655,60.12500000
-2.40000000,27.90335655,60.18750000
-1.60000000,27.90335655,60.18750000
-0.80000000,27.90335655,60.25000000
0.00000000,37.90335846,60.18750000
0.80000000,37.90335846,60.18750000
1.60000000,37.90335846,60.37500000
2.40000000,37.90335846,60.62500000
3.20000000,37.90335846,60.87500000
4.00000000,37.90335846,61.12500000
4.80000000,37.90335846,61.31250000
5.60000000,37.90335846,61.56250000
6.40000000,37.90335846,61.75000000
7.20000000,37.90335846,62.06250000
8.00000000,37.90335846,62.25000000
8.80000000,37.90335846,62.43750000
9.60000000,37.90335846,62.62500000
10.40000000,37.90335846,62.81250000
11.20000000,37.90335846,63.06250000
12.00000000,37.90335846,63.25000000
12.80000000,37.90335846,63.43750000
13.60000000,37.90335846,63.68750000
14.40000000,37.90335846,63.81250000
15.20000000,37.90335846,64.00000000
16.00000000,37.90335846,64.12500000
16.80000000,37.90335846,64.31250000
17.60000000,37.90335846,64.50000000
18.40000000,37.90335846,64.68750000
19.20000000,37.90335846,64.87500000
20.00000000,37.90335846,65.00000000
20.80000000,37.90335846,65.18750000
21.60000000,37.90335846,65.31250000
22.40000000,37.90335846,65.43750000
23.20000000,37.90335846,65.56250000
24.00000000,37.90335846,65.68750000
24.80000000,37.90335846,65.87500000
25.60000000,37.90335846,66.06250000
26.40000000,37.90335846,66.18750000
27.20000000,37.90335846,66.37500000
28.00000000,37.90335846,66.50000000
28.80000000,37.90335846,66.68750000
29.60000000,37.90335846,66.75000000
30.40000000,37.90335846,66.87500000
31.20000000,37.90335846,67.00000000
32.00000000,37.90335846,67.12500000
32.80000000,37.90335846,67.25000000
33.60000000,37.90335846,67.31250000
34.40000000,37.90335846,67.43750000
35.20000000,37.90335846,67.50000000
36.00000000,37.90335846,67.62500000
36.80000000,37.90335846,67.68750000
37.60000000,37.90335846,67.87500000
38.40000000,37.90335846,67.93750000
39.20000000,37.90335846,68.06250000
40.00000000,37.90335846,68.12500000
40.80000000,37.90335846,68.25000000
41.60000000,37.90335846,68.37500000
42.40000000,37.90335846,68.43750000
43.20000000,37.90335846,68.50000000
44.00000000,37.90335846,68.62500000
44.80000000,37.90335846,68.68750000
45.60000000,37.90335846,68.81250000
46.40000000,37.90335846,68.87500000
47.20000000,37.90335846,68.93750000
48.00000000,37.90335846,69.00000000
48.80000000,37.90335846,69.12500000
49.60000000,37.90335846,69.18750000
50.40000000,37.90335846,69.25000000
51.20000000,37.90335846,69.31250000
52.00000000,37.90335846,69.37500000
52.80000000,37.90335846,69.43750000
53.60000000,37.90335846,69.50000000
54.40000000,37.90335846,69.50000000
55.20000000,37.90335846,69.56250000
56.00000000,37.90335846,69.56250000
56.80000000,37.90335846,69.62500000
57.60000000,37.90335846,69.62500000
58.40000000,37.90335846,69.68750000
59.20000000,37.90335846,69.68750000
60.00000000,37.90335846,69.75000000
60.80000000,37.90335846,69.75000000
61.60000000,37.90335846,69.81250000
62.40000000,37.90335846,69.81250000
63.20000000,37.90335846,69.81250000
64.00000000,37.90335846,69.87500000
64.80000000,37.90335846,69.93750000
65.60000000,37.90335846,70.00000000
66.40000000,37.90335846,70.06250000
67.20000000,37.90335846,70.12500000
68.00000000,37.90335846,70.12500000
68.80000000,37.90335846,70.18750000
69.60000000,37.90335846,70.25000000
70.40000000,37.90335846,70.25000000
71.20000000,37.90335846,70.31250000
72.00000000,37.90335846,70.37500000
72.80000000,37.90335846,70.43750000
73.60000000,37.90335846,70.50000000
74.40000000,37.90335846,70.50000000
75.20000000,37.90335846,70.50000000
76.00000000,37.90335846,70.56250000
76.80000000,37.90335846,70.62500000
77.60000000,37.90335846,70.68750000
78.40000000,37.90335846,70.68750000
79.20000000,37.90335846,70.75000000
80.00000000,37.90335846,70.81250000
80.80000000,37.90335846,70.87500000
81.60000000,37.90335846,70.93750000
82.40000000,37.90335846,70.93750000
83.20000000,37.90335846,71.00000000
84.00000000,37.90335846,71.00000000
84.80000000,37.90335846,71.06250000
85.60000000,37.90335846,71.12500000
86.40000000,37.90335846,71.12500000
87.20000000,37.90335846,71.18750000
88.00000000,37.90335846,71.18750000
88.80000000,37.90335846,71.25000000
89.60000000,37.90335846,71.18750000
90.40000000,37.90335846,71.25000000
91.20000000,37.90335846,71.18750000
92.00000000,37.90335846,71.18750000
92.80000000,37.90335846,71.12500000
93.60000000,37.90335846,71.12500000
94.40000000,37.90335846,71.12500000
95.20000000,37.90335846,71.12500000
96.00000000,37.90335846,71.18750000
96.80000000,37.90335846,71.18750000
97.60000000,37.90335846,71.18750000
98.40000000,37.90335846,71.18750000
99.20000000,37.90335846,71.25000000
100.00000000,37.90335846,71.25000000
100.80000000,37.90335846,71.25000000
101.60000000,37.90335846,71.31250000
102.40000000,37.90335846,71.31250000
103.20000000,37.90335846,71.31250000
104.00000000,37.90335846,71.31250000
104.80000000,37.90335846,71.31250000
105.60000000,37.90335846,71.37500000
106.40000000,37.90335846,71.37500000
107.20000000,37.90335846,71.37500000
108.00000000,37.90335846,71.43750000
108.80000000,37.90335846,71.50000000
109.60000000,37.90335846,71.56250000
110.40000000,37.90335846,71.56250000
111.20000000,37.90335846,71.56250000
112.00000000,37.90335846,71.62500000
112.80000000,37.90335846,71.62500000
113.60000000,37.90335846,71.68750000
114.40000000,37.90335846,71.68750000
115.20000000,37.90335846,71.68750000
116.00000000,37.90335846,71.75000000
116.80000000,37.90335846,71.75000000
117.60000000,37.90335846,71.75000000
118.40000000,37.90335846,71.81250000
119.20000000,37.90335846,71.81250000
120.00000000,37.90335846,71.81250000
120.80000000,37.90335846,71.81250000
121.60000000,37.90335846,71.81250000
122.40000000,37.90335846,71.87500000
123.20000000,37.90335846,71.87500000
124.00000000,37.90335846,71.93750000
124.80000000,37.90335846,71.93750000
125.60000000,37.90335846,71.93750000
126.40000000,37.90335846,72.00000000
127.20000000,37.90335846,72.00000000
128.00000000,37.90335846,72.00000000
128.80000000,37.90335846,72.00000000
129.60000000,37.90335846,72.00000000
130.40000000,37.90335846,72.00000000
131.20000000,37.90335846,72.06250000
132.00000000,37.90335846,72.06250000
132.80000000,37.90335846,72.06250000
133.60000000,37.90335846,72.12500000
134.40000000,37.90335846,72.12500000
135.20000000,37.90335846,72.12500000
136.00000000,37.90335846,72.12500000
136.80000000,37.90335846,72.12500000
137.60000000,37.90335846,72.18750000
138.40000000,37.90335846,72.18750000
139.20000000,37.90335846,72.18750000
140.00000000,37.90335846,72.18750000
140.80000000,37.90335846,72.18750000
141.60000000,37.90335846,72.18750000
142.40000000,37.90335846,72.18750000
143.20000000,37.90335846,72.18750000
144.00000000,37.90335846,72.25000000
144.80000000,37.90335846,72.18750000
145.60000000,37.90335846,72.18750000
146.40000000,37.90335846,72.18750000
147.20000000,37.90335846,72.12500000
148.00000000,37.90335846,72.06250000
148.80000000,37.90335846,72.06250000
149.60000000,37.90335846,72.06250000
150.40000000,37.90335846,72.06250000
151.20000000,37.90335846,72.12500000
152.00000000,37.90335846,72.18750000
152.80000000,37.90335846,72.18750000
153.60000000,37.90335846,72.25000000
154.40000000,37.90335846,72.25000000
155.20000000,37.90335846,72.31250000
156.00000000,37.90335846,72.31250000
156.80000000,37.90335846,72.31250000
157.60000000,37.90335846,72.37500000
158.40000000,37.90335846,72.37500000
159.20000000,37.90335846,72.43750000
160.00000000,37.90335846,72.43750000
160.80000000,37.90335846,72.50000000
161.60000000,37.90335846,72.50000000
162.40000000,37.90335846,72.56250000
163.20000000,37.90335846,72.56250000
164.00000000,37.90335846,72.62500000
164.80000000,37.90335846,72.62500000
165.60000000,37.90335846,72.62500000
166.40000000,37.90335846,72.62500000
167.20000000,37.90335846,72.68750000
168.00000000,37.90335846,72.68750000
168.80000000,37.90335846,72.75000000
169.60000000,37.90335846,72.75000000
170.40000000,37.90335846,72.75000000
171.20000000,37.90335846,72.68750000
172.00000000,37.90335846,72.68750000
172.80000000,37.90335846,72.62500000
173.60000000,37.90335846,72.62500000
174.40000000,37.90335846,72.56250000
175.20000000,37.90335846,72.56250000
176.00000000,37.90335846,72.56250000
176.80000000,37.90335846,72.56250000
177.60000000,37.90335846,72.50000000
178.40000000,37.90335846,72.50000000
179.20000000,37.90335846,72.50000000
180.00000000,37.90335846,72.56250000
180.80000000,37.90335846,72.62500000
181.60000000,37.90335846,72.68750000
182.40000000,37.90335846,72.68750000
183.20000000,37.90335846,72.75000000
184.00000000,37.90335846,72.75000000
184.80000000,37.90335846,72.75000000
185.60000000,37.90335846,72.75000000
186.40000000,37.90335846,72.75000000
187.20000000,37.90335846,72.81250000
188.00000000,37.90335846,72.81250000
188.80000000,37.90335846,72.81250000
189.60000000,37.90335846,72.87500000
190.40000000,37.90335846,72.87500000
191.20000000,37.90335846,72.87500000
192.00000000,37.90335846,72.87500000
192.80000000,37.90335846,72.93750000
193.60000000,37.90335846,73.00000000
194.40000000,37.90335846,73.06250000
195.20000000,37.90335846,73.06250000
196.00000000,37.90335846,73.12500000
196.80000000,37.90335846,73.12500000
197.60000000,37.90335846,73.12500000
198.40000000,37.90335846,73.18750000
199.20000000,37.90335846,73.18750000
200.00000000,37.90335846,73.18750000
200.80000000,37.90335846,73.18750000
201.60000000,37.90335846,73.18750000
202.40000000,37.90335846,73.18750000
203.20000000,37.90335846,73.25000000
204.00000000,37.90335846,73.25000000
204.80000000,37.90335846,73.25000000
205.60000000,37.90335846,73.18750000
206.40000000,37.90335846,73.18750000
207.20000000,37.90335846,73.18750000
208.00000000,37.90335846,73.18750000
208.80000000,37.90335846,73.18750000
209.60000000,37.90335846,73.18750000
210.40000000,37.90335846,73.18750000
211.20000000,37.90335846,73.25000000
212.00000000,37.90335846,73.18750000
212.80000000,37.90335846,73.25000000
213.60000000,37.90335846,73.18750000
214.40000000,37.90335846,73.25000000
215.20000000,37.90335846,73.25000000
216.00000000,37.90335846,73.31250000
216.80000000,37.90335846,73.31250000
217.60000000,37.90335846,73.31250000
218.40000000,37.90335846,73.37500000
219.20000000,37.90335846,73.37500000
220.00000000,37.90335846,73.31250000
220.80000000,37.90335846,73.31250000
221.60000000,37.90335846,73.31250000
222.40000000,37.90335846,73.31250000
223.20000000,37.90335846,73.31250000
224.00000000,37.90335846,73.31250000
224.80000000,37.90335846,73.31250000
225.60000000,37.90335846,73.37500000
226.40000000,37.90335846,73.31250000
227.20000000,37.90335846,73.31250000
228.00000000,37.90335846,73.25000000
228.80000000,37.90335846,73.31250000
229.60000000,37.90335846,73.25000000
230.40000000,37.90335846,73.25000000
231.20000000,37.90335846,73.25000000
232.00000000,37.90335846,73.31250000
232.80000000,37.90335846,73.31250000
233.60000000,37.90335846,73.31250000
234.40000000,37.90335846,73.37500000
235.20000000,37.90335846,73.43750000
236.00000000,37.90335846,73.43750000
236.80000000,37.90335846,73.43750000
237.60000000,37.90335846,73.50000000
238.40000000,37.90335846,73.50000000
239.20000000,37.90335846,73.56250000
240.00000000,37.90335846,73.50000000
240.80000000,37.90335846,73.50000000
241.60000000,37.90335846,73.43750000
242.40000000,37.90335846,73.43750000
243.20000000,37.90335846,73.37500000
244.00000000,37.90335846,73.43750000
244.80000000,37.90335846,73.43750000
245.60000000,37.90335846,73.43750000
246.40000000,37.90335846,73.43750000
247.20000000,37.90335846,73.43750000
248.00000000,37.90335846,73.43750000
248.80000000,37.90335846,73.43750000
249.60000000,37.90335846,73.43750000
250.40000000,37.90335846,73.37500000
251.20000000,37.90335846,73.37500000
252.00000000,37.90335846,73.37500000
252.80000000,37.90335846,73.37500000
253.60000000,37.90335846,73.31250000
254.40000000,37.90335846,73.31250000
255.20000000,37.90335846,73.25000000
256.00000000,37.90335846,73.25000000
256.80000000,37.90335846,73.25000000
257.60000000,37.90335846,73.18750000
258.40000000,37.90335846,73.25000000
259.20000000,37.90335846,73.25000000
260.00000000,37.90335846,73.25000000
260.80000000,37.90335846,73.25000000
261.60000000,37.90335846,73.25000000
262.40000000,37.90335846,73.31250000
263.20000000,37.90335846,73.31250000
